Name,Duration From,Duration To,Observation 1 City,Observation 1 Street,Observation 1 Postal Code,Observation 1 Coordinates,Observation 2 City,Observation 2 Street,Observation 2 Postal Code,Observation 2 Coordinates,Distance(meters),Duration(seconds),NDT,Road Type
trafficData187880.csv,2014-02-13 11:30:00,2014-06-09 05:35:00,Aarhus,Paludan-Müllers Vej 95,8210,"56.170278565367, 10.186652602364234",Aarhus,Vestre Ringgade 53,8210,"56.163969409207326, 10.185844404928275",890,81,40,MAJOR_ROAD
trafficData187907.csv,2014-02-13 11:30:00,2014-06-09 05:35:00,Aarhus,Vestre Ringgade 53,8210,"56.163969409207326, 10.185844404928275",Aarhus,Viborgvej 47,8210,"56.162446952950255, 10.17839594725615",691,65,38,MAJOR_ROAD
trafficData187933.csv,2014-02-13 11:30:00,2014-06-09 05:35:00,Aarhus,Viborgvej 47,8210,"56.162369287665825, 10.178335597553314",Aarhus,Vestre Ringgade 53,8210,"56.16389697427008, 10.18616224669654",731,69,38,MAJOR_ROAD
trafficData187960.csv,2014-02-13 11:30:00,2014-06-09 05:35:00,Aarhus,Vestre Ringgade 53,8210,"56.163969409207326, 10.185844404928275",Aarhus,Viborgvej 14,8000,"56.159418709313904, 10.187763760747885",737,64,41,MAJOR_ROAD
trafficData187986.csv,2014-02-13 11:30:00,2014-06-09 05:35:00,Aarhus,Viborgvej 14,8000,"56.159418709313904, 10.187763760747885",Aarhus,Vestre Ringgade 53,8210,"56.16389697427008, 10.18616224669654",707,67,38,MAJOR_ROAD
trafficData188013.csv,2014-02-13 11:30:00,2014-06-09 05:35:00,Aarhus,Vestre Ringgade 70,8000,"56.1589844936963, 10.182944170639075",Aarhus,Viborgvej 47,8210,"56.162446952950255, 10.17839594725615",560,57,35,MAJOR_ROAD
trafficData188039.csv,2014-02-13 11:30:00,2014-06-09 05:35:00,Aarhus,Viborgvej 47,8210,"56.162369287665825, 10.178335597553314",Aarhus,Vestre Ringgade 45,8000,"56.15898299999999, 10.182659856483497",535,50,39,MAJOR_ROAD
trafficData188066.csv,2014-02-13 11:30:00,2014-06-09 05:35:00,Aarhus,Vestre Ringgade 70,8000,"56.1589844936963, 10.182944170639075",Aarhus,Viborgvej 14,8000,"56.159418709313904, 10.187763760747885",534,51,38,MAJOR_ROAD
trafficData188092.csv,2014-02-13 11:30:00,2014-06-09 05:35:00,Aarhus,Viborgvej 14,8000,"56.159418709313904, 10.187763760747885",Aarhus,Vestre Ringgade 45,8000,"56.15898299999999, 10.182659856483497",583,63,33,MAJOR_ROAD
trafficData188119.csv,2014-02-13 11:30:00,2014-06-09 05:35:00,Aarhus,Vestre Ringgade 45,8000,"56.15898299999999, 10.182659856483497",Aarhus,Silkeborgvej 188,8000,"56.15591411050229, 10.176133542327875",703,62,41,MAJOR_ROAD
trafficData188145.csv,2014-02-13 11:30:00,2014-06-09 05:35:00,Aarhus,Silkeborgvej 188,8000,"56.15591411050229, 10.176133542327875",Aarhus,Vestre Ringgade 70,8000,"56.1589844936963, 10.182944170639075",725,78,33,MAJOR_ROAD
trafficData188172.csv,2014-02-13 11:30:00,2014-06-09 05:35:00,Aarhus,Vestre Ringgade 0,8000,"56.15499691392427, 10.182841611114554",Aarhus,Silkeborgvej 188,8000,"56.15591411050229, 10.176133542327875",566,64,32,MAJOR_ROAD
trafficData188198.csv,2014-02-13 11:30:00,2014-06-09 05:35:00,Aarhus,Silkeborgvej 188,8000,"56.15591411050229, 10.176133542327875",Aarhus,Vestre Ringgade 41,8000,"56.15498346925998, 10.182616305557303",540,62,31,MAJOR_ROAD
trafficData188225.csv,2014-02-13 11:30:00,2014-06-09 05:35:00,Aarhus,Vestre Ringgade 41,8000,"56.15498346925998, 10.182616305557303",Århus C,Søren Frichs Vej 39,8000,"56.151949698562795, 10.17614185152047",637,65,35,MAJOR_ROAD
trafficData188251.csv,2014-02-13 11:30:00,2014-06-09 05:35:00,Århus C,Søren Frichs Vej 39,8000,"56.151949698562795, 10.17614185152047",Aarhus,Vestre Ringgade 39,8000,"56.15499691392427, 10.182841611114554",676,96,25,MAJOR_ROAD
trafficData189941.csv,2014-02-13 11:30:00,2014-06-09 05:35:00,Aarhus,Søndre Ringgade 0,8000,"56.14984790483175, 10.183679466270405",Århus C,Søren Frichs Vej 39,8000,"56.151949698562795, 10.17614185152047",857,96,32,MAJOR_ROAD
trafficData189967.csv,2014-02-13 11:30:00,2014-06-09 05:35:00,Århus C,Søren Frichs Vej 39,8000,"56.151949698562795, 10.17614185152047",Aarhus,Søndre Ringgade 0,8000,"56.149807565419565, 10.183499758266407",838,96,31,MAJOR_ROAD
trafficData189994.csv,2014-02-13 11:30:00,2014-06-09 05:35:00,Aarhus,Søndre Ringgade 63,8000,"56.14563850929, 10.186762304229774",Aarhus,Skanderborgvej 26,8000,"56.14258759218248, 10.186756880950952",447,56,29,MAJOR_ROAD
trafficData190020.csv,2014-02-13 11:30:00,2014-06-09 05:35:00,Aarhus,Skanderborgvej 7,8000,"56.14251885276732, 10.186880262565637",Aarhus,Søndre Ringgade 52,8000,"56.1457221852484, 10.186944694442786",481,53,33,MAJOR_ROAD
trafficData190047.csv,2014-02-13 11:30:00,2014-06-09 05:35:00,Aarhus,Nørreport 93,8000,"56.161017815103236, 10.21197608217426",Aarhus,Kystvejen 59,8000,"56.161597269074186, 10.215389695770227",366,58,23,MAJOR_ROAD
trafficData190073.csv,2014-02-13 11:30:00,2014-06-09 05:35:00,Aarhus,Kystvejen 59,8000,"56.161597269074186, 10.215389695770227",Aarhus,Nørreport 18,8000,"56.16107681293822, 10.2121812711639",333,62,19,MAJOR_ROAD
trafficData190100.csv,2014-02-13 11:30:00,2014-06-09 05:35:00,Aarhus,Nørreport 93,8000,"56.161017815103236, 10.21197608217426",Aarhus,Spanien 63,8000,"56.14892750591274, 10.209599775463175",1490,202,27,MAJOR_ROAD
trafficData190126.csv,2014-02-13 11:30:00,2014-06-09 05:35:00,Aarhus,Spanien 63,8000,"56.14892750591274, 10.209599775463175",Aarhus,Nørreport 18,8000,"56.16107681293822, 10.2121812711639",1508,238,23,MAJOR_ROAD
trafficData190153.csv,2014-02-13 11:30:00,2014-06-09 05:35:00,Aarhus,Marselis Boulevard 135,8000,"56.13959744418457, 10.186632644180236",Aarhus,Skanderborgvej 7,8000,"56.14251885276732, 10.186880262565637",750,79,34,MAJOR_ROAD
trafficData190179.csv,2014-02-13 11:30:00,2014-06-09 05:35:00,Aarhus,Skanderborgvej 26,8000,"56.14258759218248, 10.186756880950952",Aarhus,Marselis Boulevard 135,8000,"56.139477887997344, 10.186664830688414",822,115,26,MAJOR_ROAD
trafficData190206.csv,2014-02-13 11:30:00,2014-06-09 05:35:00,Aarhus,Marselis Boulevard 135,8000,"56.13959744418457, 10.186632644180236",Aarhus,Skanderborgvej 106,8260,"56.13844851575673, 10.179150601188667",509,46,40,MAJOR_ROAD
trafficData190232.csv,2014-02-13 11:30:00,2014-06-09 05:35:00,Aarhus,Skanderborgvej 107,8260,"56.138322977998705, 10.179336344162948",Aarhus,Marselis Boulevard 135,8000,"56.139477887997344, 10.186664830688414",500,43,42,MAJOR_ROAD
trafficData190259.csv,2014-02-13 11:30:00,2014-06-09 05:35:00,Aarhus,Haveforening Af 1918 4,8000,"56.13953206657349, 10.177203408737114",Aarhus,Skanderborgvej 7,8000,"56.14251885276732, 10.186880262565637",746,85,32,MAJOR_ROAD
trafficData190285.csv,2014-02-13 11:30:00,2014-06-09 05:35:00,Aarhus,Skanderborgvej 26,8000,"56.14258759218248, 10.186756880950952",Aarhus,Marselis Boulevard 174,8000,"56.13962771141822, 10.177235595245293",734,61,43,MAJOR_ROAD
trafficData190312.csv,2014-02-13 11:30:00,2014-06-09 05:35:00,Aarhus,Haveforening Af 1918 4,8000,"56.13953206657349, 10.177203408737114",Aarhus,Skanderborgvej 106,8260,"56.13844851575673, 10.179150601188667",422,50,30,MAJOR_ROAD
trafficData190338.csv,2014-02-13 11:30:00,2014-06-09 05:35:00,Aarhus,Skanderborgvej 107,8260,"56.138322977998705, 10.179336344162948",Aarhus,Marselis Boulevard 174,8000,"56.13962771141822, 10.177235595245293",494,95,19,MAJOR_ROAD
trafficData190367.csv,2014-02-13 11:30:00,2014-06-09 05:35:00,Skødstrup,Grenåvej 0,8541,"56.25625595964834, 10.303667644180337",Ega,Grenåvej 503,8250,"56.230013292978384, 10.293740482139583",3104,245,46,MAJOR_ROAD
trafficData190393.csv,2014-02-13 11:30:00,2014-06-09 05:35:00,Ega,Grenåvej 534,8250,"56.229971546821645, 10.293955058860774",Skødstrup,Grenåvej 0,8541,"56.25625595964834, 10.303667644180337",3115,244,46,MAJOR_ROAD
trafficData190421.csv,2014-02-13 11:30:00,2014-06-09 05:35:00,Ega,Grenåvej 503,8250,"56.230013292978384, 10.293740482139583",Ega,Grenåvej 481,8250,"56.21163929866206, 10.277436490737955",2279,131,63,MAJOR_ROAD
trafficData190447.csv,2014-02-13 11:30:00,2014-06-09 05:35:00,Ega,Grenåvej 481,8250,"56.21155278296297, 10.27770202943043",Ega,Grenåvej 534,8250,"56.229971546821645, 10.293955058860774",2282,140,59,MAJOR_ROAD
trafficData190475.csv,2014-02-13 11:30:00,2014-06-09 05:35:00,Ega,Grenåvej 481,8250,"56.21163929866206, 10.277436490737955",Ega,Grenåvej 481,8250,"56.207098572394976, 10.267205839286817",829,58,51,MAJOR_ROAD
trafficData190501.csv,2014-02-13 11:30:00,2014-06-09 05:35:00,Ega,Grenåvej 440,8250,"56.206985193530365, 10.267323856483472",Ega,Grenåvej 481,8250,"56.21155278296297, 10.27770202943043",838,53,57,MAJOR_ROAD
trafficData190529.csv,2014-02-13 11:30:00,2014-06-09 05:35:00,Ega,Grenåvej 0,8250,"56.207098572394976, 10.267205839286817",Ega,Grenåvej 425,8250,"56.20496203409241, 10.259470361936565",534,38,51,MAJOR_ROAD
trafficData190555.csv,2014-02-13 11:30:00,2014-06-09 05:35:00,Ega,Grenåvej 402,8250,"56.20482701617347, 10.259584355819698",Ega,Grenåvej 440,8250,"56.206985193530365, 10.267323856483472",535,38,51,MAJOR_ROAD
trafficData190583.csv,2014-02-13 11:30:00,2014-06-09 05:35:00,Ega,Grenåvej 425,8250,"56.20496203409241, 10.259470361936565",Risskov,Grenåvej 337,8240,"56.2026461982616, 10.25068287483407",602,38,57,MAJOR_ROAD
trafficData190609.csv,2014-02-13 11:30:00,2014-06-09 05:35:00,Risskov,Ålykkevej 41,8240,"56.20251117218925, 10.250786139881143",Ega,Grenåvej 402,8250,"56.20482701617347, 10.259584355819698",602,36,60,MAJOR_ROAD
trafficData190637.csv,2014-02-13 11:30:00,2014-06-09 05:35:00,Risskov,Grenåvej 337,8240,"56.2026461982616, 10.25068287483407",Risskov,Grenåvej 337,8240,"56.20056009742038, 10.241876431877131",592,40,53,MAJOR_ROAD
trafficData190663.csv,2014-02-13 11:30:00,2014-06-09 05:35:00,Risskov,Grenåvej 41,8240,"56.20043625463636, 10.241989084655756",Risskov,Ålykkevej 41,8240,"56.20251117218925, 10.250786139881143",591,37,58,MAJOR_ROAD
trafficData190691.csv,2014-02-13 11:30:00,2014-06-09 05:35:00,Risskov,Grenåvej 0,8240,"56.20056009742038, 10.241876431877131",Risskov,Grenåvej 0,8240,"56.19774431284465, 10.228593618385275",881,60,53,MAJOR_ROAD
trafficData190717.csv,2014-02-13 11:30:00,2014-06-09 05:35:00,Risskov,Grenåvej 0,8240,"56.19765179702361, 10.228639215938529",Risskov,Grenåvej 0,8240,"56.20043625463636, 10.241989084655756",883,57,56,MAJOR_ROAD
trafficData190744.csv,2014-02-13 11:30:00,2014-06-09 05:35:00,Risskov,Grenåvej 0,8240,"56.19774431284465, 10.228593618385275",Risskov,Grenåvej 0,8240,"56.19371107014121, 10.218878251485876",813,55,53,MAJOR_ROAD
trafficData190770.csv,2014-02-13 11:30:00,2014-06-09 05:35:00,Risskov,Grenåvej 0,8240,"56.19369241581476, 10.21908612268453",Risskov,Grenåvej 0,8240,"56.19765179702361, 10.228639215938529",797,49,59,MAJOR_ROAD
trafficData190799.csv,2014-02-13 11:30:00,2014-06-09 05:35:00,Hjortshøj,Mejlbyvej 285,8530,"56.242032790256985, 10.261365288360594",Ega,Mejlbyvej 58,8250,"56.22020076302727, 10.267762215938546",2502,169,53,MAJOR_ROAD
trafficData190825.csv,2014-02-13 11:30:00,2014-06-09 05:35:00,Ega,Mejlbyvej 58,8250,"56.22020076302727, 10.267762215938546",Hjortshøj,Mejlbyvej 285,8530,"56.242053656769514, 10.261464530094145",2502,176,51,MAJOR_ROAD
trafficData190853.csv,2014-02-13 11:30:00,2014-06-09 05:35:00,Ega,Mejlbyvej 58,8250,"56.22020076302727, 10.267762215938546",Ega,Mejlbyvej 2B,8250,"56.2107989833621, 10.269519082174156",1107,80,50,MAJOR_ROAD
trafficData190879.csv,2014-02-13 11:30:00,2014-06-09 05:35:00,Ega,Mejlbyvej 4,8250,"56.210806441766366, 10.269670626983498",Ega,Mejlbyvej 58,8250,"56.22020076302727, 10.267762215938546",1109,81,49,MAJOR_ROAD
trafficData190908.csv,2014-02-13 11:30:00,2014-06-09 05:35:00,Lystrup,Lystrupvej 201,8520,"56.21728389714838, 10.233619432540877",Risskov,Lystrupvej 42,8240,"56.205074, 10.236217525131224",1377,136,36,MAJOR_ROAD
trafficData190934.csv,2014-02-13 11:30:00,2014-06-09 05:35:00,Risskov,Lystrupvej 42,8240,"56.205074, 10.236217525131224",Lystrup,Lystrupvej 201,8520,"56.21728389714838, 10.233619432540877",1383,130,38,MAJOR_ROAD
trafficData190963.csv,2014-02-13 11:30:00,2014-06-09 05:35:00,Aarhus,Humlehusvej 16,8200,"56.20103008023493, 10.169078780426162",Aarhus,Skejby Nordlandsvej 311,8200,"56.2049938543326, 10.17926542270186",809,91,32,MAJOR_ROAD
trafficData192438.csv,2014-02-13 11:30:00,2014-06-09 05:35:00,Aarhus,Skejby Nordlandsvej 311,8200,"56.2049938543326, 10.17926542270186",Aarhus,Humlehusvej 16,8200,"56.20114198464991, 10.168842746032851",843,99,31,MAJOR_ROAD
trafficData192466.csv,2014-02-13 11:30:00,2014-06-09 05:35:00,Aarhus,Skejby Nordlandsvej 311,8200,"56.2049938543326, 10.17926542270186",Risskov,Sindalsvej 40,8240,"56.210237386910975, 10.21333293005955",2274,188,44,MAJOR_ROAD
trafficData192492.csv,2014-02-13 11:30:00,2014-06-09 05:35:00,Risskov,Sindalsvej 40,8240,"56.210237386910975, 10.21333293005955",Aarhus,Skejby Nordlandsvej 311,8200,"56.2049938543326, 10.17926542270186",2283,187,44,MAJOR_ROAD
trafficData192520.csv,2014-02-13 11:30:00,2014-06-09 05:35:00,Risskov,Sindalsvej 40,8240,"56.210237386910975, 10.21333293005955",Risskov,Viengevej 0,8240,"56.20913963031665, 10.246642527612721",2248,193,42,MAJOR_ROAD
trafficData192546.csv,2014-02-13 11:30:00,2014-06-09 05:35:00,Risskov,Viengevej 0,8240,"56.20913963031665, 10.246642527612721",Risskov,Sindalsvej 40,8240,"56.210237386910975, 10.21333293005955",2251,183,44,MAJOR_ROAD
trafficData192574.csv,2014-02-13 11:30:00,2014-06-09 05:35:00,Aarhus,Randersvej 0,8200,"56.19920218884512, 10.182238219573946",Aarhus,Randersvej 0,8200,"56.18950967440927, 10.190940219574031",1210,82,53,MAJOR_ROAD
trafficData192600.csv,2014-02-13 11:30:00,2014-06-09 05:35:00,Aarhus,Randersvej 210,8200,"56.18958131478287, 10.191119927578029",Aarhus,Randersvej 210,8200,"56.19922307868954, 10.182444749668093",1204,80,54,MAJOR_ROAD
trafficData192627.csv,2014-02-13 11:30:00,2014-06-09 05:35:00,Aarhus,Randersvej 0,8200,"56.18950967440927, 10.190940219574031",Århus N,Randersvej 141,8200,"56.18461478101305, 10.195804343585905",627,54,42,MAJOR_ROAD
trafficData192653.csv,2014-02-13 11:30:00,2014-06-09 05:35:00,Aarhus,Randersvej 0,8200,"56.184659561973874, 10.19604842460626",Aarhus,Randersvej 210,8200,"56.18958131478287, 10.191119927578029",631,55,41,MAJOR_ROAD
trafficData192681.csv,2014-02-13 11:30:00,2014-06-09 05:35:00,Risskov,Vestre Strandalle 70A,8240,"56.190387445286476, 10.223110775463056",Risskov,Vejlby Ringvej 70A,8240,"56.187071255964284, 10.212341355819717",763,89,31,MAJOR_ROAD
trafficData192707.csv,2014-02-13 11:30:00,2014-06-09 05:35:00,Risskov,Vejlby Ringvej 0,8240,"56.18696229571611, 10.212459373016372",Risskov,Vestre Strandalle 70A,8240,"56.190387445286476, 10.223110775463056",763,85,32,MAJOR_ROAD
trafficData192734.csv,2014-02-13 11:30:00,2014-06-09 05:35:00,Ega,Mejlbyvej 2B,8250,"56.2107989833621, 10.269519082174156",Ega,Grenåvej 481,8250,"56.21155278296297, 10.27770202943043",918,74,45,MAJOR_ROAD
trafficData192760.csv,2014-02-13 11:30:00,2014-06-09 05:35:00,Ega,Grenåvej 481,8250,"56.21163929866206, 10.277436490737955",Ega,Mejlbyvej 4,8250,"56.210806441766366, 10.269670626983498",881,67,47,MAJOR_ROAD
trafficData192787.csv,2014-02-13 11:30:00,2014-06-09 05:35:00,Ega,Mejlbyvej 2B,8250,"56.2107989833621, 10.269519082174156",Ega,Grenåvej 2B,8250,"56.207098572394976, 10.267205839286817",566,54,38,MAJOR_ROAD
trafficData192813.csv,2014-02-13 11:30:00,2014-06-09 05:35:00,Ega,Grenåvej 440,8250,"56.206985193530365, 10.267323856483472",Ega,Mejlbyvej 4,8250,"56.210806441766366, 10.269670626983498",586,63,33,MAJOR_ROAD
trafficData192840.csv,2014-02-13 11:30:00,2014-06-09 05:35:00,Risskov,Viengevej 0,8240,"56.20913963031665, 10.246642527612721",Ega,Grenåvej 402,8250,"56.20482701617347, 10.259584355819698",1131,101,40,MAJOR_ROAD
trafficData192866.csv,2014-02-13 11:30:00,2014-06-09 05:35:00,Ega,Grenåvej 425,8250,"56.20496203409241, 10.259470361936565",Risskov,Viengevej 425,8240,"56.20913963031665, 10.246642527612721",1103,83,48,MAJOR_ROAD
trafficData192893.csv,2014-02-13 11:30:00,2014-06-09 05:35:00,Risskov,Lystrupvej 42,8240,"56.205074, 10.236217525131224",Risskov,Grenåvej 42,8240,"56.20043625463636, 10.241989084655756",948,94,36,MAJOR_ROAD
trafficData192919.csv,2014-02-13 11:30:00,2014-06-09 05:35:00,Risskov,Grenåvej 0,8240,"56.20056009742038, 10.241876431877131",Risskov,Lystrupvej 42,8240,"56.205074, 10.236217525131224",925,78,43,MAJOR_ROAD
trafficData192946.csv,2014-02-13 11:30:00,2014-06-09 05:35:00,Risskov,Lystrupvej 42,8240,"56.205074, 10.236217525131224",Risskov,Grenåvej 42,8240,"56.19774431284465, 10.228593618385275",1207,99,44,MAJOR_ROAD
trafficData192972.csv,2014-02-13 11:30:00,2014-06-09 05:35:00,Risskov,Grenåvej 0,8240,"56.19765179702361, 10.228639215938529",Risskov,Lystrupvej 42,8240,"56.205074, 10.236217525131224",1219,103,43,MAJOR_ROAD
trafficData193000.csv,2014-02-13 11:30:00,2014-06-09 05:35:00,Risskov,Vejlby Centervej 7,8240,"56.19677547153966, 10.216211542327983",Risskov,Grenåvej 7,8240,"56.19765179702361, 10.228639215938529",872,88,36,MAJOR_ROAD
trafficData193026.csv,2014-02-13 11:30:00,2014-06-09 05:35:00,Risskov,Grenåvej 0,8240,"56.19774431284465, 10.228593618385275",Risskov,Vejlby Centervej 7,8240,"56.196878435033454, 10.216251775463206",854,76,40,MAJOR_ROAD
trafficData193053.csv,2014-02-13 11:30:00,2014-06-09 05:35:00,Risskov,Vejlby Centervej 7,8240,"56.19677547153966, 10.216211542327983",Risskov,Grenåvej 7,8240,"56.19371107014121, 10.218878251485876",519,62,30,MAJOR_ROAD
trafficData193079.csv,2014-02-13 11:30:00,2014-06-09 05:35:00,Risskov,Grenåvej 0,8240,"56.19369241581476, 10.21908612268453",Risskov,Vejlby Centervej 7,8240,"56.196878435033454, 10.216251775463206",543,66,30,MAJOR_ROAD
trafficData193106.csv,2014-02-13 11:30:00,2014-06-09 05:35:00,Risskov,Vestre Strandalle 70A,8240,"56.190387445286476, 10.223110775463056",Risskov,Grenåvej 70A,8240,"56.19369241581476, 10.21908612268453",810,84,35,MAJOR_ROAD
trafficData193132.csv,2014-02-13 11:30:00,2014-06-09 05:35:00,Risskov,Grenåvej 0,8240,"56.19371107014121, 10.218878251485876",Risskov,Vestre Strandalle 70A,8240,"56.190387445286476, 10.223110775463056",881,112,28,MAJOR_ROAD
trafficData193159.csv,2014-02-13 11:30:00,2014-06-09 05:35:00,Risskov,Vestre Strandalle 70A,8240,"56.190387445286476, 10.223110775463056",Risskov,Grenåvej 125,8240,"56.18655111946821, 10.218124775463139",611,76,29,MAJOR_ROAD
trafficData193185.csv,2014-02-13 11:30:00,2014-06-09 05:35:00,Risskov,Grenåvej 126,8240,"56.186546268439095, 10.218303812914883",Risskov,Vestre Strandalle 70A,8240,"56.190387445286476, 10.223110775463056",587,59,36,MAJOR_ROAD
trafficData193213.csv,2014-02-13 11:30:00,2014-06-09 05:35:00,Aarhus,Paludan-Müllers Vej 231,8200,"56.179322409643085, 10.175338207340246",Aarhus,Paludan-Müllers Vej 48,8200,"56.17389164456407, 10.182183959489976",742,96,28,MAJOR_ROAD
trafficData193239.csv,2014-02-13 11:30:00,2014-06-09 05:35:00,Aarhus,Paludan-Müllers Vej 48,8200,"56.17389164456407, 10.182183959489976",Aarhus,Paludan-Müllers Vej 231,8200,"56.179322409643085, 10.175338207340246",743,92,29,MAJOR_ROAD
trafficData193268.csv,2014-02-13 11:30:00,2014-06-09 05:35:00,Tilst,Viborgvej 0,8381,"56.18959388227456, 10.07666460978703",Tilst,Viborgvej 0,8381,"56.18546282170713, 10.096344851520598",1320,90,53,MAJOR_ROAD
trafficData193294.csv,2014-02-13 11:30:00,2014-06-09 05:35:00,Tilst,Viborgvej 0,8381,"56.18546282170713, 10.096344851520598",Tilst,Viborgvej 0,8381,"56.18959388227456, 10.07666460978703",1324,99,48,MAJOR_ROAD
trafficData193322.csv,2014-02-13 11:30:00,2014-06-09 05:35:00,Tilst,Viborgvej 0,8381,"56.18546282170713, 10.096344851520598",Tilst,Viborgvej 389,8381,"56.182637286706964, 10.113531440475526",1111,68,59,MAJOR_ROAD
trafficData193348.csv,2014-02-13 11:30:00,2014-06-09 05:35:00,Tilst,Viborgvej 389,8381,"56.182637286706964, 10.113531440475526",Tilst,Viborgvej 389,8381,"56.18546282170713, 10.096344851520598",1110,74,54,MAJOR_ROAD
trafficData193376.csv,2014-02-13 11:30:00,2014-06-09 05:35:00,Tilst,Viborgvej 389,8381,"56.182637286706964, 10.113531440475526",Aarhus,Viborgvej 295,8210,"56.17941549701764, 10.130153804893553",1093,73,54,MAJOR_ROAD
trafficData193402.csv,2014-02-13 11:30:00,2014-06-09 05:35:00,Aarhus,Viborgvej 295,8210,"56.17941549701764, 10.130153804893553",Tilst,Viborgvej 389,8381,"56.182637286706964, 10.113531440475526",1096,73,54,MAJOR_ROAD
